id,name,price,picture,details,manufacturer,item_code,color,material
326,Manzanita,56.81,https://robohash.org/recusandaequasivoluptatum.bmp?size=50x50&set=set1,sit amet cursus id turpis integer aliquet massa id lobortis convallis tortor risus dapibus augue vel accumsan tellus nisi,Inderal,24090-471,Green,Ericaceae
327,Bulrush,34.53,https://robohash.org/quasicorruptisunt.jpg?size=50x50&set=set1,libero nullam sit amet turpis elementum ligula vehicula consequat morbi,CRANBERRY,54575-383,Khaki,Cyperaceae
328,Vinegartree,68.59,https://robohash.org/aspernaturundeaccusamus.jpg?size=50x50&set=set1,sollicitudin vitae consectetuer eget rutrum at lorem integer tincidunt ante vel ipsum praesent blandit lacinia erat,fluvoxamine maleate,63629-4676,Khaki,Myrtaceae
329,Thatch Palm,86.67,https://robohash.org/inetautem.png?size=50x50&set=set1,imperdiet nullam orci pede venenatis non sodales sed tincidunt eu felis fusce posuere felis,FACE IT AQUA TINTED BB SPF 20 PA 01,51523-105,Orange,Arecaceae
330,Limber Pine,45.51,https://robohash.org/beataealiquidasperiores.bmp?size=50x50&set=set1,odio porttitor id consequat in consequat ut nulla sed accumsan felis ut,Anastrozole,55111-647,Red,Pinaceae
331,Cream Pea,98.14,https://robohash.org/debitisvoluptatesadipisci.jpg?size=50x50&set=set1,luctus et ultrices posuere cubilia curae donec pharetra magna vestibulum aliquet ultrices erat tortor sollicitudin mi sit,sunmark antacid,49348-020,Crimson,Fabaceae
332,Gambel Oak,4.54,https://robohash.org/laborumeaquein.bmp?size=50x50&set=set1,in leo maecenas pulvinar lobortis est phasellus sit amet erat,PhysiciansCare Dimenhydrinate,0924-1006,Indigo,Fagaceae
333,Arizona Thistle,88.79,https://robohash.org/aperiamundesoluta.bmp?size=50x50&set=set1,placerat praesent blandit nam nulla integer pede justo lacinia eget tincidunt eget tempus vel,Health Mart fiber caplets,62011-0134,Purple,Asteraceae
334,Rotund Boesenbergia,39.43,https://robohash.org/etlaborumsit.bmp?size=50x50&set=set1,morbi porttitor lorem id ligula suspendisse ornare consequat lectus in est risus auctor sed tristique in tempus sit amet sem,CVS HEMORRHOIDAL COOLING,59779-265,Purple,Zingiberaceae
335,Puna Cyanea,55.19,https://robohash.org/quoitaqueest.png?size=50x50&set=set1,augue vestibulum ante ipsum primis in faucibus orci luctus et ultrices posuere cubilia curae donec,Hycet,0713-0703,Indigo,Campanulaceae
336,Thelocarpon Lichen,3.12,https://robohash.org/cupiditateaccusamusexcepturi.jpg?size=50x50&set=set1,vestibulum vestibulum ante ipsum primis in faucibus orci luctus et ultrices,La Creme Plus,42248-111,Goldenrod,Acarosporaceae
337,Texas Sleepydaisy,61.2,https://robohash.org/atinciduntqui.bmp?size=50x50&set=set1,nam nulla integer pede justo lacinia eget tincidunt eget tempus,ISOPROPYL RUBBING ALCOHOL,34954-008,Khaki,Asteraceae
338,Roadside Toadflax,14.3,https://robohash.org/nihilducimusperspiciatis.bmp?size=50x50&set=set1,fusce posuere felis sed lacus morbi sem mauris laoreet ut rhoncus aliquet pulvinar,Secret Outlast Clear,37000-375,Crimson,Scrophulariaceae
339,Western Fringed Catchfly,69.05,https://robohash.org/quiquasdoloribus.png?size=50x50&set=set1,vestibulum aliquet ultrices erat tortor sollicitudin mi sit amet lobortis sapien sapien,Detrol,0009-4544,Orange,Caryophyllaceae
340,Bursting-heart,53.19,https://robohash.org/doloribusnihilofficiis.jpg?size=50x50&set=set1,praesent lectus vestibulum quam sapien varius ut blandit non interdum in,LIDOCAINE HCl,43305-1030,Blue,Celastraceae
341,Berlandier s Lobelia,63.19,https://robohash.org/undeaquia.bmp?size=50x50&set=set1,odio justo sollicitudin ut suscipit a feugiat et eros vestibulum ac,Haloperidol,49349-842,Aquamarine,Campanulaceae
342,Branching Phacelia,27.13,https://robohash.org/dolorereiciendistempore.bmp?size=50x50&set=set1,lacinia erat vestibulum sed magna at nunc commodo placerat praesent blandit nam nulla integer pede justo,PhysiciansCare Ophthalmic Solution Eyewash,0924-0162,Puce,Hydrophyllaceae
343,Llume,40.86,https://robohash.org/minusdignissimosmolestias.png?size=50x50&set=set1,suspendisse accumsan tortor quis turpis sed ante vivamus tortor duis mattis egestas,Erythromycin,54569-2433,Maroon,Arecaceae
344,Metaneckera Moss,24.57,https://robohash.org/placeatvoluptatemmaiores.png?size=50x50&set=set1,cras mi pede malesuada in imperdiet et commodo vulputate justo in blandit ultrices enim lorem ipsum dolor sit amet consectetuer,Metoprolol Succinate,0378-4595,Green,Neckeraceae
345,Cherokee Rose,88.36,https://robohash.org/sapientequasipsum.bmp?size=50x50&set=set1,aliquet massa id lobortis convallis tortor risus dapibus augue vel accumsan tellus nisi eu orci mauris,Zaleplon,0093-5268,Purple,Rosaceae
346,Skin Lichen,34.36,https://robohash.org/quisquamreiciendisminus.bmp?size=50x50&set=set1,mauris lacinia sapien quis libero nullam sit amet turpis elementum ligula vehicula consequat morbi a ipsum integer a nibh,Warfarin Sodium,0555-0832,Khaki,Collemataceae
347,Carolina Wild Petunia,41.99,https://robohash.org/velithicexplicabo.jpg?size=50x50&set=set1,ut odio cras mi pede malesuada in imperdiet et commodo vulputate justo in,Tacrolimus,55111-525,Purple,Acanthaceae
348,Death Valley Jointfir,69.68,https://robohash.org/quisquamrerumin.jpg?size=50x50&set=set1,accumsan odio curabitur convallis duis consequat dui nec nisi volutpat eleifend donec ut dolor morbi,Levofloxacin,43063-459,Pink,Ephedraceae
349,Island Speedwell,51.7,https://robohash.org/aspernaturvoluptaseius.png?size=50x50&set=set1,amet nulla quisque arcu libero rutrum ac lobortis vel dapibus,Quality Choice Daytime Severe Cold and Cough,63868-763,Teal,Scrophulariaceae
350,Grassleaf Orchid,4.88,https://robohash.org/doloremomnispraesentium.jpg?size=50x50&set=set1,elementum ligula vehicula consequat morbi a ipsum integer a nibh in quis justo maecenas rhoncus aliquam lacus morbi,Precose,50419-863,Teal,Orchidaceae
351,Desert Lovegrass,16.77,https://robohash.org/saeperationeet.bmp?size=50x50&set=set1,rutrum at lorem integer tincidunt ante vel ipsum praesent blandit lacinia erat vestibulum sed magna at nunc commodo placerat praesent,Menstrual Relief,33992-0183,Pink,Poaceae
352,Island False Bindweed,37.97,https://robohash.org/numquamnequeet.png?size=50x50&set=set1,vulputate luctus cum sociis natoque penatibus et magnis dis parturient montes nascetur ridiculus mus vivamus vestibulum sagittis,Antibiotic Plus Pain Relief,52426-220,Yellow,Convolvulaceae
353,Yukon Hawkweed,46.1,https://robohash.org/eligendiinexcepturi.bmp?size=50x50&set=set1,tristique in tempus sit amet sem fusce consequat nulla nisl nunc nisl duis bibendum felis sed,Scilla Crataegus,48951-8167,Aquamarine,Asteraceae
354,Karamyschev s Wheat,27.93,https://robohash.org/temporemagnidebitis.jpg?size=50x50&set=set1,imperdiet et commodo vulputate justo in blandit ultrices enim lorem ipsum dolor sit amet consectetuer adipiscing elit proin,Piroxicam,21695-520,Fuscia,Poaceae
355,Hybrid Hickory,47.42,https://robohash.org/illumnihilqui.jpg?size=50x50&set=set1,facilisi cras non velit nec nisi vulputate nonummy maecenas tincidunt lacus at velit vivamus,Lyrica,55154-2427,Blue,Juglandaceae
356,Manchu Tubergourd,14.39,https://robohash.org/verotemporibuslaboriosam.jpg?size=50x50&set=set1,duis bibendum felis sed interdum venenatis turpis enim blandit mi in,Giorgio Armani Lasting Silk UV Foundation Broad Spectrum SPF 20 Sunscreen,49967-243,Red,Cucurbitaceae
357,Crescent Milkvetch,77.21,https://robohash.org/delectusundeplaceat.bmp?size=50x50&set=set1,blandit nam nulla integer pede justo lacinia eget tincidunt eget tempus,Gabapentin,42291-302,Red,Fabaceae
358,European Pasqueflower,61.1,https://robohash.org/facereilloofficia.png?size=50x50&set=set1,elementum eu interdum eu tincidunt in leo maecenas pulvinar lobortis est phasellus,Methocarbamol,55154-0842,Fuscia,Ranunculaceae
359,Wolf s Saltweed,90.05,https://robohash.org/architectocommodivoluptas.png?size=50x50&set=set1,vulputate elementum nullam varius nulla facilisi cras non velit nec nisi vulputate nonummy,Indomethacin,0378-0143,Teal,Chenopodiaceae
360,Pale Biddy-biddy,94.8,https://robohash.org/atquedoloremconsequuntur.bmp?size=50x50&set=set1,adipiscing lorem vitae mattis nibh ligula nec sem duis aliquam convallis nunc,Torsemide,0603-6136,Mauv,Rosaceae
361,Threeflower Snakeweed,53.33,https://robohash.org/rerumtemporibusexercitationem.bmp?size=50x50&set=set1,massa id lobortis convallis tortor risus dapibus augue vel accumsan,Acetaminophen,57344-003,Violet,Asteraceae
362,Curl-leaf Mountain Mahogany,86.98,https://robohash.org/delectusquodqui.jpg?size=50x50&set=set1,aliquet maecenas leo odio condimentum id luctus nec molestie sed,Canadian Blue Grass,36987-2284,Violet,Rosaceae
363,American Burnweed,45.62,https://robohash.org/etullamnobis.png?size=50x50&set=set1,eu mi nulla ac enim in tempor turpis nec euismod,Morphine Sulfate,0641-6068,Yellow,Asteraceae
364,Bristleweed,10.92,https://robohash.org/etassumendaquo.jpg?size=50x50&set=set1,leo pellentesque ultrices mattis odio donec vitae nisi nam ultrices libero non mattis,STOOL SOFTENER DOCUSATE SODIUM 50 MG,76270-116,Khaki,Asteraceae
365,Owyhee Cinquefoil,76.05,https://robohash.org/abquoculpa.jpg?size=50x50&set=set1,ultrices posuere cubilia curae duis faucibus accumsan odio curabitur convallis duis consequat dui,VOGELXO,0245-0872,Crimson,Rosaceae
366,San Jacinto Bluecurls,39.44,https://robohash.org/eiusrepudiandaesaepe.jpg?size=50x50&set=set1,rutrum neque aenean auctor gravida sem praesent id massa id nisl venenatis lacinia,Lovenox,0075-8020,Teal,Lamiaceae
367,Whatever,39.61,https://robohash.org/repellendusillumquaerat.jpg?size=50x50&set=set1,primis in faucibus orci luctus et ultrices posuere cubilia curae duis faucibus accumsan odio curabitur convallis duis consequat,Dry Scalp,41250-952,Aquamarine,Euphorbiaceae
368,Thurber s Desertpeony,96.61,https://robohash.org/quoetdeleniti.jpg?size=50x50&set=set1,tempus vel pede morbi porttitor lorem id ligula suspendisse ornare consequat,Cyclopentolate Hydrochloride,61314-397,Fuscia,Asteraceae
369,Bengal Trumpet,37.7,https://robohash.org/reiciendismodinatus.bmp?size=50x50&set=set1,penatibus et magnis dis parturient montes nascetur ridiculus mus vivamus vestibulum sagittis sapien cum sociis natoque,PSYLDEX,10267-1211,Mauv,Acanthaceae
370,Foxtail Barley,68.04,https://robohash.org/earumiustodolorum.bmp?size=50x50&set=set1,posuere cubilia curae nulla dapibus dolor vel est donec odio justo sollicitudin ut suscipit a feugiat,Methylphenidate Hydrochloride,60429-578,Puce,Poaceae
371,Trichostomopsis Moss,36.74,https://robohash.org/dictaetea.jpg?size=50x50&set=set1,ante ipsum primis in faucibus orci luctus et ultrices posuere,Cyclobenzaprine Hydrochloride,65862-190,Crimson,Pottiaceae
372,Wart Lichen,47.63,https://robohash.org/architectoeiusqui.jpg?size=50x50&set=set1,duis bibendum felis sed interdum venenatis turpis enim blandit mi in porttitor pede justo eu massa donec,Trifluoperazine Hydrochloride,0781-1036,Goldenrod,Pyrenulaceae
373,California Balsamroot,73.26,https://robohash.org/cumtotamoptio.jpg?size=50x50&set=set1,dictumst etiam faucibus cursus urna ut tellus nulla ut erat id mauris vulputate elementum nullam varius,DIETHYLPROPION HYDROCHLORIDE ER,12634-691,Green,Asteraceae
374,Ohio Orthotrichum Moss,40.59,https://robohash.org/remsintea.bmp?size=50x50&set=set1,mus vivamus vestibulum sagittis sapien cum sociis natoque penatibus et magnis dis parturient montes nascetur,Warfarin Sodium,58118-4035,Violet,Orthotrichaceae
375,Nevada Lupine,4.82,https://robohash.org/idsedet.png?size=50x50&set=set1,felis sed lacus morbi sem mauris laoreet ut rhoncus aliquet pulvinar sed nisl nunc rhoncus dui vel,Helixate FS,0053-8134,Fuscia,Fabaceae
376,Slimleaf Bean,39.89,https://robohash.org/sedpossimusmodi.png?size=50x50&set=set1,vestibulum ante ipsum primis in faucibus orci luctus et ultrices posuere cubilia curae donec pharetra magna,Tramadol Hydrochloride and Acetaminophen,49349-853,Puce,Fabaceae
377,Tiburon Buckwheat,57.71,https://robohash.org/quaeratevenietblanditiis.png?size=50x50&set=set1,luctus et ultrices posuere cubilia curae nulla dapibus dolor vel est donec,Desvenlafaxine,63304-192,Fuscia,Polygonaceae
378,Eyebright,41.57,https://robohash.org/voluptatesquibusdamitaque.png?size=50x50&set=set1,quis lectus suspendisse potenti in eleifend quam a odio in hac habitasse,Diphenhist,0536-1010,Indigo,Scrophulariaceae
379,Sanicle,12.64,https://robohash.org/quisquodaperiam.bmp?size=50x50&set=set1,curae mauris viverra diam vitae quam suspendisse potenti nullam porttitor lacus at turpis donec posuere metus vitae ipsum,Cultivated Wheat,49288-0608,Purple,Apiaceae
380,Drushel s Wild Petunia,39.14,https://robohash.org/quaeratquosautem.jpg?size=50x50&set=set1,nunc commodo placerat praesent blandit nam nulla integer pede justo lacinia eget,Acyclovir,60429-911,Puce,Acanthaceae
381,Contura Creek Sandmat,22.58,https://robohash.org/quiaconsequaturaccusantium.bmp?size=50x50&set=set1,ante vel ipsum praesent blandit lacinia erat vestibulum sed magna at,Trihexyphenidyl Hydrochloride,61748-054,Goldenrod,Euphorbiaceae
382,Graceful Fern,25.15,https://robohash.org/quibusdamillumeos.jpg?size=50x50&set=set1,sit amet eros suspendisse accumsan tortor quis turpis sed ante vivamus,Nifedipine,0378-0481,Teal,Polypodiaceae
383,Woodfern,14.64,https://robohash.org/autassumendacorrupti.bmp?size=50x50&set=set1,sit amet justo morbi ut odio cras mi pede malesuada in imperdiet et,Aspirin,46122-182,Purple,Dryopteridaceae
384,Common Medicineplant,85.23,https://robohash.org/fugitrerumet.jpg?size=50x50&set=set1,malesuada in imperdiet et commodo vulputate justo in blandit ultrices,Fluticasone Propionate,52125-147,Red,Asteraceae
385,Cynometra,3.66,https://robohash.org/etetdelectus.bmp?size=50x50&set=set1,ligula in lacus curabitur at ipsum ac tellus semper interdum mauris ullamcorper purus sit amet,Pain Relief PM,63548-0065,Green,Fabaceae
386,Dwarf Alpine Hawksbeard,21.21,https://robohash.org/doloresfugaalias.png?size=50x50&set=set1,adipiscing molestie hendrerit at vulputate vitae nisl aenean lectus pellentesque eget nunc donec quis,Warfarin Sodium,0555-0834,Teal,Asteraceae
387,Pelotazo,17.64,https://robohash.org/doloribusreprehenderitnon.bmp?size=50x50&set=set1,quam a odio in hac habitasse platea dictumst maecenas ut massa quis,Nabumetone,0185-0145,Orange,Malvaceae
388,Kennebunkport Dewberry,91.04,https://robohash.org/autemetexercitationem.jpg?size=50x50&set=set1,dictumst etiam faucibus cursus urna ut tellus nulla ut erat,METFORMIN HYDROCHLORIDE,51138-076,Red,Rosaceae
389,Spanish Lady,3.67,https://robohash.org/odiosolutanam.png?size=50x50&set=set1,sed interdum venenatis turpis enim blandit mi in porttitor pede justo eu,POA ANNUA POLLEN,0268-1076,Blue,Cactaceae
390,Spike Sedge,2.23,https://robohash.org/quodeveniethic.bmp?size=50x50&set=set1,ac enim in tempor turpis nec euismod scelerisque quam turpis adipiscing lorem vitae mattis nibh ligula,Hawaiian Tropic,63354-400,Red,Cyperaceae
391,Fassett s Water-starwort,48.42,https://robohash.org/isteexeum.bmp?size=50x50&set=set1,id pretium iaculis diam erat fermentum justo nec condimentum neque sapien placerat ante nulla justo,Antibacterial Foaming Hand Cleanser,50988-184,Violet,Callitrichaceae
392,Sand Rose Gentian,10.33,https://robohash.org/quiautvoluptatem.jpg?size=50x50&set=set1,amet eleifend pede libero quis orci nullam molestie nibh in,GUNA-Beta-ESTRADIOL,17089-359,Mauv,Gentianaceae
393,Wart Lichen,35.63,https://robohash.org/rerumillumodio.png?size=50x50&set=set1,sed nisl nunc rhoncus dui vel sem sed sagittis nam congue risus semper porta volutpat quam pede lobortis ligula sit,Treatment Set TS348651,49288-0903,Aquamarine,Pyrenulaceae
394,Oreoxis,87.99,https://robohash.org/etinciduntvoluptatibus.png?size=50x50&set=set1,suscipit nulla elit ac nulla sed vel enim sit amet nunc viverra,TRANZGEL,35356-569,Indigo,Apiaceae
395,Deerbrush,3.83,https://robohash.org/atquesedperspiciatis.bmp?size=50x50&set=set1,habitasse platea dictumst etiam faucibus cursus urna ut tellus nulla ut erat id mauris vulputate elementum nullam,Chagrined,57955-2040,Red,Rhamnaceae
396,Blue Dwarf Fleabane,94.54,https://robohash.org/dolorumexercitationemanimi.png?size=50x50&set=set1,orci eget orci vehicula condimentum curabitur in libero ut massa volutpat convallis morbi odio odio elementum,California Black Oak,36987-2838,Fuscia,Asteraceae
397,Ashy Cinquefoil,65.42,https://robohash.org/dignissimosquisquamdeleniti.bmp?size=50x50&set=set1,et commodo vulputate justo in blandit ultrices enim lorem ipsum dolor sit amet consectetuer adipiscing elit,Antibacterial Hand Icy Mint,43269-642,Turquoise,Rosaceae
398,Polkadots,47.87,https://robohash.org/saepeeaquenumquam.png?size=50x50&set=set1,felis donec semper sapien a libero nam dui proin leo odio porttitor id consequat in consequat ut nulla,Hydroxyzine,52584-201,Crimson,Acanthaceae
399,Citronella Grass,62.6,https://robohash.org/praesentiumauteaque.jpg?size=50x50&set=set1,in ante vestibulum ante ipsum primis in faucibus orci luctus et ultrices,MUSCLE RESCUE,43846-0035,Maroon,Poaceae
400,Texas Croton,12.41,https://robohash.org/idaccusantiumfuga.jpg?size=50x50&set=set1,nullam varius nulla facilisi cras non velit nec nisi vulputate nonummy maecenas tincidunt lacus at velit vivamus vel,Scalpicin Scalp Itch Medication Maximum Strength,11509-5400,Goldenrod,Euphorbiaceae
401,Warty Bedstraw,65.72,https://robohash.org/dolornesciunteos.jpg?size=50x50&set=set1,sed tristique in tempus sit amet sem fusce consequat nulla nisl nunc nisl duis,loperamide hydrochloride,55312-645,Purple,Rubiaceae
402,Country Indian Paintbrush,30.12,https://robohash.org/doloresdolordeleniti.png?size=50x50&set=set1,nulla ac enim in tempor turpis nec euismod scelerisque quam turpis adipiscing lorem vitae mattis nibh ligula nec sem duis,Bone Injuries,64117-992,Goldenrod,Scrophulariaceae
403,Common Sheep Sorrel,49.26,https://robohash.org/voluptatibusetenim.png?size=50x50&set=set1,sem praesent id massa id nisl venenatis lacinia aenean sit amet justo morbi ut odio,Therapeutic Relief,61715-021,Green,Polygonaceae
